运行臂,功率_瓦,材料,时间窗,权重口径,RMSE_摄氏度,MAE_摄氏度,偏差_摄氏度,最大绝对误差_摄氏度,验证点数,完整场推理秒
原始LF_B0,650.0,SiC,"[0,30]秒",节点等权,9.865111270548423,8.230797682993511,-7.612426453088162,40.207305908203125,5408,0.009539313003187999
原始LF_B0,650.0,SiC,"[0,30]秒",轴对称有限元集总真实体积,8.006635250681247,6.597295722037564,-5.876308730017509,40.207305908203125,5408,0.009539313003187999
原始LF_B0,650.0,SiC,"(30,100]秒",节点等权,12.963342966754736,11.836840933818285,-11.782681282153094,34.634521484375,11830,0.009539313003187999
原始LF_B0,650.0,SiC,"(30,100]秒",轴对称有限元集总真实体积,10.881658607498895,9.804354561253517,-9.747841404699052,34.634521484375,11830,0.009539313003187999
原始LF_B0,650.0,SiC,"(100,200]秒",节点等权,13.024541864081119,11.39001880532891,-11.34010025656435,37.2191162109375,16900,0.009539313003187999
原始LF_B0,650.0,SiC,"(100,200]秒",轴对称有限元集总真实体积,10.074163408812332,8.842666968588494,-8.7924890452871,37.2191162109375,16900,0.009539313003187999
原始LF_B0,730.0,Cu,全时段,节点等权,5.188890112516133,4.625334322440326,2.114088383834934,18.570068359375,82921,0.009747274991241284
原始LF_B0,730.0,Cu,全时段,轴对称有限元集总真实体积,4.67348232917272,4.23660788629177,3.4444325853864997,18.570068359375,82921,0.009747274991241284
原始LF_B0,730.0,Cu,"[0,30]秒",节点等权,5.362410286136152,4.900304199571877,3.4501951521990795,17.182769775390625,13136,0.009747274991241284
原始LF_B0,730.0,Cu,"[0,30]秒",轴对称有限元集总真实体积,5.185425029815545,4.838787988541193,4.363893987569062,17.182769775390625,13136,0.009747274991241284
原始LF_B0,730.0,Cu,"(30,100]秒",节点等权,5.230563249120106,4.698557196664089,1.891819087463772,16.4459228515625,28735,0.009747274991241284
原始LF_B0,730.0,Cu,"(30,100]秒",轴对称有限元集总真实体积,4.619780062615239,4.206216599344172,3.4095880357219825,16.4459228515625,28735,0.009747274991241284
原始LF_B0,730.0,Cu,"(100,200]秒",节点等权,5.102426518314968,4.486087949801595,1.8421227254182209,18.570068359375,41050,0.009747274991241284
原始LF_B0,730.0,Cu,"(100,200]秒",轴对称有限元集总真实体积,4.536042652819421,4.065184154435275,3.1745961214532445,18.570068359375,41050,0.009747274991241284
原始LF_B0,730.0,SiC,全时段,节点等权,13.275630431376573,11.611409311519719,-11.424229584285543,45.0843505859375,34138,0.009747274991241284
原始LF_B0,730.0,SiC,全时段,轴对称有限元集总真实体积,10.605640966992917,9.224665234525641,-9.012183183952594,45.0843505859375,34138,0.009747274991241284
原始LF_B0,730.0,SiC,"[0,30]秒",节点等权,10.689901944307243,8.876064672977966,-8.142743940184102,45.0843505859375,5408,0.009747274991241284
